"ANSWER","CATEGORY","CORRECTS","DIFFICULTY","ID","NEGS","RATING","SCORE","SIZE"
"starcraft ii","16","0","7","7405","0","1395.0","140.0","1"
"newman","16","0","7","7406","0","1395.0","140.0","1"
"the red hot chili peppers","16","0","7","7407","0","1395.0","140.0","1"
"granite","16","0","7","7408","0","1395.0","140.0","1"
"the bridge on the river kwai","16","0","7","7409","0","1395.0","140.0","1"
"thaddeus stevens","16","0","7","7410","0","1395.0","140.0","1"
"battle of long island","16","0","7","7411","0","1395.0","140.0","1"
"hannibal","16","0","7","7412","0","1395.0","140.0","1"
"metastasis","16","0","7","7413","0","1395.0","140.0","1"
"conformity","16","0","7","7414","0","1395.0","140.0","1"
"an enquiry concerning human understanding","16","0","7","7415","0","1395.0","140.0","1"
"feet","16","0","7","7416","0","1395.0","140.0","1"
"doctor zhivago","16","0","7","7417","0","1395.0","140.0","1"
"quantum tunneling","17","0","7","7418","0","1345.0","840.0","11"
"copper","17","0","7","7419","0","1350.0","770.0","10"
"entropy","17","0","7","7420","0","1350.0","770.0","10"
"polymers","17","0","7","7421","0","1350.0","770.0","10"
"diffusion","17","0","7","7422","0","1355.0","700.0","9"
"amines","17","0","7","7423","0","1355.0","700.0","9"
"acetylcholine","17","0","7","7424","0","1355.0","700.0","9"
"esters","17","0","7","7425","0","1360.0","630.0","8"
"aldehydes","17","0","7","7426","0","1360.0","630.0","8"
"iron","17","0","7","7427","0","1360.0","630.0","8"
"alkynes","17","0","7","7428","0","1360.0","630.0","8"
"tuberculosis","17","0","7","7429","0","1360.0","630.0","8"
"free radicals","17","0","7","7430","0","1360.0","630.0","8"
"boron","17","0","7","7431","0","1360.0","630.0","8"
"doppler effect","17","0","7","7432","0","1360.0","630.0","8"
"zinc","17","0","7","7433","0","1365.0","560.0","7"
"angular momentum","17","0","7","7434","0","1365.0","560.0","7"
"quantum entanglement","17","0","7","7435","0","1365.0","560.0","7"
"precession","17","0","7","7436","0","1365.0","560.0","7"
"peroxisomes","17","0","7","7437","0","1365.0","560.0","7"
"sulfuric acid","17","0","7","7438","0","1365.0","560.0","7"
"luminosity","17","0","7","7439","0","1365.0","560.0","7"
"microtubules","17","0","7","7440","0","1365.0","560.0","7"
"phonons","17","0","7","7441","0","1365.0","560.0","7"
"hamiltonian","17","0","7","7442","0","1365.0","560.0","7"
"groups","17","0","7","7443","0","1365.0","560.0","7"
"temperature","17","0","7","7444","0","1365.0","560.0","7"
"diels-alder reaction","17","0","7","7445","0","1365.0","560.0","7"
"alkenes","17","0","7","7446","0","1365.0","560.0","7"
"mercury","17","0","7","7447","0","1365.0","560.0","7"
"hydrogenation","17","0","7","7448","0","1365.0","560.0","7"
"rubisco","17","0","7","7449","0","1365.0","560.0","7"
"apoptosis","17","0","7","7450","0","1365.0","560.0","7"
"polarization","17","0","7","7451","0","1365.0","560.0","7"
"protein folding","17","0","7","7452","0","1365.0","560.0","7"
"adsorption","17","0","7","7453","0","1365.0","560.0","7"
"collagen","17","0","7","7454","0","1370.0","490.0","6"
"electrons","17","0","7","7455","0","1370.0","490.0","6"
"index of refraction","17","0","7","7456","0","1370.0","490.0","6"
"linear momentum","17","0","7","7457","0","1370.0","490.0","6"
"cosmic rays","17","0","7","7458","0","1370.0","490.0","6"
"viscosity","17","0","7","7459","0","1370.0","490.0","6"
"enthalpy","17","0","7","7460","0","1370.0","490.0","6"
"equilibrium constant","17","0","7","7461","0","1370.0","490.0","6"
"arsenic","17","0","7","7462","0","1370.0","490.0","6"
"star formation","17","0","7","7463","0","1370.0","490.0","6"
"infrared spectroscopy","17","0","7","7464","0","1370.0","490.0","6"
"arrhenius equation","17","0","7","7465","0","1370.0","490.0","6"
"dopamine","17","0","7","7466","0","1370.0","490.0","6"
"partition function","17","0","7","7467","0","1370.0","490.0","6"
"t cells","17","0","7","7468","0","1370.0","490.0","6"
"two","17","0","7","7469","0","1370.0","490.0","6"
"mass spectrometry","17","0","7","7470","0","1370.0","490.0","6"
"augustin-louis cauchy","17","0","7","7471","0","1370.0","490.0","6"
"phosphorus","17","0","7","7472","0","1370.0","490.0","6"
"rna interference","17","0","7","7473","0","1375.0","420.0","5"
"aromaticity","17","0","7","7474","0","1375.0","420.0","5"
"mitochondria","17","0","7","7475","0","1375.0","420.0","5"
"stomach","17","0","7","7476","0","1375.0","420.0","5"
"venus","17","0","7","7477","0","1375.0","420.0","5"
"friction","17","0","7","7478","0","1375.0","420.0","5"
"liquid crystals","17","0","7","7479","0","1375.0","420.0","5"
"lasers","17","0","7","7480","0","1375.0","420.0","5"
"gravity","17","0","7","7481","0","1375.0","420.0","5"
"brownian motion","17","0","7","7482","0","1375.0","420.0","5"
"urea cycle","17","0","7","7483","0","1375.0","420.0","5"
"insulin","17","0","7","7484","0","1375.0","420.0","5"
"torus","17","0","7","7485","0","1375.0","420.0","5"
"abscisic acid","17","0","7","7486","0","1375.0","420.0","5"
"pressure","17","0","7","7487","0","1375.0","420.0","5"
"determinant","17","0","7","7488","0","1375.0","420.0","5"
"titanium","17","0","7","7489","0","1375.0","420.0","5"
"diffraction","17","0","7","7490","0","1375.0","420.0","5"
"silicon","17","0","7","7491","0","1375.0","420.0","5"
"ludwig boltzmann","17","0","7","7492","0","1375.0","420.0","5"
"surface tension","17","0","7","7493","0","1375.0","420.0","5"
"crab nebula","17","0","7","7494","0","1375.0","420.0","5"
"kinetic energy","17","0","7","7495","0","1375.0","420.0","5"
"magnetic field","17","0","7","7496","0","1375.0","420.0","5"
"spin","17","0","7","7497","0","1375.0","420.0","5"
"real numbers","17","0","7","7498","0","1375.0","420.0","5"
"helmholtz free energy","17","0","7","7499","0","1375.0","420.0","5"
"grignard reagents","17","0","7","7500","0","1375.0","420.0","5"
"crystallization","17","0","7","7501","0","1375.0","420.0","5"
"actin","17","0","7","7502","0","1375.0","420.0","5"
"carbon monoxide","17","0","7","7503","0","1375.0","420.0","5"
"chemical potential","17","0","7","7504","0","1375.0","420.0","5"
"gluons","17","0","7","7505","0","1375.0","420.0","5"
"neutron stars","17","0","7","7506","0","1375.0","420.0","5"
"b cells","17","0","7","7507","0","1375.0","420.0","5"
"trees","17","0","7","7508","0","1380.0","350.0","4"
"water","17","0","7","7509","0","1380.0","350.0","4"
"adiabatic","17","0","7","7510","0","1380.0","350.0","4"
"vitamin b12","17","0","7","7511","0","1380.0","350.0","4"
"ribosomes","17","0","7","7512","0","1380.0","350.0","4"
"six","17","0","7","7513","0","1380.0","350.0","4"
"prime numbers","17","0","7","7514","0","1380.0","350.0","4"
"liver","17","0","7","7515","0","1380.0","350.0","4"
"photons","17","0","7","7516","0","1380.0","350.0","4"
"titration","17","0","7","7517","0","1380.0","350.0","4"
"serotonin","17","0","7","7518","0","1380.0","350.0","4"
"van der waals equation","17","0","7","7519","0","1380.0","350.0","4"
"distillation","17","0","7","7520","0","1380.0","350.0","4"
"sulfur","17","0","7","7521","0","1380.0","350.0","4"
"potassium","17","0","7","7522","0","1380.0","350.0","4"
"dna","17","0","7","7523","0","1380.0","350.0","4"
"torque","17","0","7","7524","0","1380.0","350.0","4"
"chromatography","17","0","7","7525","0","1380.0","350.0","4"
"neutrinos","17","0","7","7526","0","1380.0","350.0","4"
"henry's law","17","0","7","7527","0","1380.0","350.0","4"
"stern-gerlach experiment","17","0","7","7528","0","1380.0","350.0","4"
"gaba","17","0","7","7529","0","1380.0","350.0","4"
"blue","17","0","7","7530","0","1380.0","350.0","4"
"elias james corey","17","0","7","7531","0","1380.0","350.0","4"
"lagrangian","17","0","7","7532","0","1380.0","350.0","4"
"peptidoglycan","17","0","7","7533","0","1380.0","350.0","4"
"density","17","0","7","7534","0","1380.0","350.0","4"
"gluconeogenesis","17","0","7","7535","0","1380.0","350.0","4"
"black holes","17","0","7","7536","0","1380.0","350.0","4"
"ammonia","17","0","7","7537","0","1380.0","350.0","4"
"hemoglobin","17","0","7","7538","0","1380.0","350.0","4"
"curvature","17","0","7","7539","0","1380.0","350.0","4"
"nmr spectroscopy","17","0","7","7540","0","1380.0","350.0","4"
"lithium","17","0","7","7541","0","1380.0","350.0","4"
"molecular","17","0","7","7542","0","1380.0","350.0","4"
"ketones","17","0","7","7543","0","1380.0","350.0","4"
"cystic fibrosis","17","0","7","7544","0","1380.0","350.0","4"
"carbon dioxide","17","0","7","7545","0","1380.0","350.0","4"
"paul dirac","17","0","7","7546","0","1380.0","350.0","4"
"titan","17","0","7","7547","0","1380.0","350.0","4"
"glycine","17","0","7","7548","0","1380.0","350.0","4"
"ligands","17","0","7","7549","0","1380.0","350.0","4"
"surfactants","17","0","7","7550","0","1380.0","350.0","4"
"red blood cells","17","0","7","7551","0","1380.0","350.0","4"
"graphene","17","0","7","7552","0","1380.0","350.0","4"
"esophagus","17","0","7","7553","0","1380.0","350.0","4"
"transition state","17","0","7","7554","0","1380.0","350.0","4"
"cholesterol","17","0","7","7555","0","1380.0","350.0","4"
"adrenal glands","17","0","7","7556","0","1380.0","350.0","4"
"feldspars","17","0","7","7557","0","1380.0","350.0","4"
"trna","17","0","7","7558","0","1380.0","350.0","4"
"convection","17","0","7","7559","0","1380.0","350.0","4"
"wavefunction","17","0","7","7560","0","1380.0","350.0","4"
"time","17","0","7","7561","0","1380.0","350.0","4"
"phase transitions","17","0","7","7562","0","1380.0","350.0","4"
"eigenvalues","17","0","7","7563","0","1380.0","350.0","4"
"wittig reaction","17","0","7","7564","0","1380.0","350.0","4"
"kidney","17","0","7","7565","0","1380.0","350.0","4"
"dark energy","17","0","7","7566","0","1380.0","350.0","4"
"hydrogen peroxide","17","0","7","7567","0","1380.0","350.0","4"
"fugacity","17","0","7","7568","0","1380.0","350.0","4"
"cosmic microwave background radiation","17","0","7","7569","0","1380.0","350.0","4"
"dirac delta function","17","0","7","7570","0","1380.0","350.0","4"
"leukemia","17","0","7","7571","0","1380.0","350.0","4"
"current","17","0","7","7572","0","1380.0","350.0","4"
"ir spectroscopy","17","0","7","7573","0","1380.0","350.0","4"
"telomerase","17","0","7","7574","0","1380.0","350.0","4"
"derivative","17","0","7","7575","0","1380.0","350.0","4"
"harmonic oscillator","17","0","7","7576","0","1380.0","350.0","4"
"macrophages","17","0","7","7577","0","1380.0","350.0","4"
"elliptical galaxies","17","0","7","7578","0","1380.0","350.0","4"
"zeeman effect","17","0","7","7579","0","1380.0","350.0","4"
"cosmic inflation","17","0","7","7580","0","1380.0","350.0","4"
"colloids","17","0","7","7581","0","1385.0","280.0","3"
"deserts","17","0","7","7582","0","1385.0","280.0","3"
"open","17","0","7","7583","0","1385.0","280.0","3"
"hyperconjugation","17","0","7","7584","0","1385.0","280.0","3"
"weak force","17","0","7","7585","0","1385.0","280.0","3"
"hall effect","17","0","7","7586","0","1385.0","280.0","3"
"garbage collection","17","0","7","7587","0","1385.0","280.0","3"
"electronegativity","17","0","7","7588","0","1385.0","280.0","3"
"fluorine","17","0","7","7589","0","1385.0","280.0","3"
"calcium","17","0","7","7590","0","1385.0","280.0","3"
"reflection","17","0","7","7591","0","1385.0","280.0","3"
"ionosphere","17","0","7","7592","0","1385.0","280.0","3"
"plasmas","17","0","7","7593","0","1385.0","280.0","3"
"ethanol","17","0","7","7594","0","1385.0","280.0","3"
"nickel","17","0","7","7595","0","1385.0","280.0","3"
"jurassic period","17","0","7","7596","0","1385.0","280.0","3"
"subduction zones","17","0","7","7597","0","1385.0","280.0","3"
"neutron","17","0","7","7598","0","1385.0","280.0","3"
"benzene","17","0","7","7599","0","1385.0","280.0","3"
"ferromagnetism","17","0","7","7600","0","1385.0","280.0","3"
"lattice energy","17","0","7","7601","0","1385.0","280.0","3"
"vapor pressure","17","0","7","7602","0","1385.0","280.0","3"
"platinum","17","0","7","7603","0","1385.0","280.0","3"
"resonance","17","0","7","7604","0","1385.0","280.0","3"
"acetic acid","17","0","7","7605","0","1385.0","280.0","3"
"auxins","17","0","7","7606","0","1385.0","280.0","3"
"scattering","17","0","7","7607","0","1385.0","280.0","3"
"epoxides","17","0","7","7608","0","1385.0","280.0","3"
"polymerase chain reaction","17","0","7","7609","0","1385.0","280.0","3"
"phagocytosis","17","0","7","7610","0","1385.0","280.0","3"
"catalysts","17","0","7","7611","0","1385.0","280.0","3"
"rotation","17","0","7","7612","0","1385.0","280.0","3"
"basis","17","0","7","7613","0","1385.0","280.0","3"
"gibbs free energy","17","0","7","7614","0","1385.0","280.0","3"
"huntington's disease","17","0","7","7615","0","1385.0","280.0","3"
"lysosomes","17","0","7","7616","0","1385.0","280.0","3"
"urea","17","0","7","7617","0","1385.0","280.0","3"
"hippocampus","17","0","7","7618","0","1385.0","280.0","3"
"hydrogen bonds","17","0","7","7619","0","1385.0","280.0","3"
"quantum hall effect","17","0","7","7620","0","1385.0","280.0","3"
"particle in a box","17","0","7","7621","0","1385.0","280.0","3"
"gold","17","0","7","7622","0","1385.0","280.0","3"
"skeletal muscle","17","0","7","7623","0","1385.0","280.0","3"
"carboxylic acids","17","0","7","7624","0","1385.0","280.0","3"
"mass","17","0","7","7625","0","1385.0","280.0","3"
"antibodies","17","0","7","7626","0","1385.0","280.0","3"
"seafloor spreading","17","0","7","7627","0","1385.0","280.0","3"
"polynomials","17","0","7","7628","0","1385.0","280.0","3"
"electrolysis","17","0","7","7629","0","1385.0","280.0","3"
"power","17","0","7","7630","0","1385.0","280.0","3"
"paramagnetism","17","0","7","7631","0","1385.0","280.0","3"
"young's modulus","17","0","7","7632","0","1385.0","280.0","3"
"gibberellins","17","0","7","7633","0","1385.0","280.0","3"
"meselson-stahl experiment","17","0","7","7634","0","1385.0","280.0","3"
"convergence","17","0","7","7635","0","1385.0","280.0","3"
"michael faraday","17","0","7","7636","0","1385.0","280.0","3"
"protons","17","0","7","7637","0","1385.0","280.0","3"
"vesicles","17","0","7","7638","0","1385.0","280.0","3"
"leonhard euler","17","0","7","7639","0","1385.0","280.0","3"
"alpha helix","17","0","7","7640","0","1385.0","280.0","3"
"raman spectroscopy","17","0","7","7641","0","1385.0","280.0","3"
"silver","17","0","7","7642","0","1385.0","280.0","3"
"elimination","17","0","7","7643","0","1385.0","280.0","3"
"osmotic pressure","17","0","7","7644","0","1385.0","280.0","3"
"chirality","17","0","7","7645","0","1385.0","280.0","3"
"spleen","17","0","7","7646","0","1385.0","280.0","3"
"ethers","17","0","7","7647","0","1385.0","280.0","3"
"riemann zeta function","17","0","7","7648","0","1385.0","280.0","3"
"work","17","0","7","7649","0","1385.0","280.0","3"
"four","17","0","7","7650","0","1385.0","280.0","3"
"reductions","17","0","7","7651","0","1385.0","280.0","3"
"roots","17","0","7","7652","0","1385.0","280.0","3"
"diodes","17","0","7","7653","0","1385.0","280.0","3"
"corona","17","0","7","7654","0","1385.0","280.0","3"
"uranus","17","0","7","7655","0","1385.0","280.0","3"
"platyhelminthes","17","0","7","7656","0","1385.0","280.0","3"
"histones","17","0","7","7657","0","1385.0","280.0","3"
"central limit theorem","17","0","7","7658","0","1385.0","280.0","3"
"cherenkov radiation","17","0","7","7659","0","1385.0","280.0","3"
"superfluidity","17","0","7","7660","0","1385.0","280.0","3"
"corpus callosum","17","0","7","7661","0","1385.0","280.0","3"
"hysteresis","17","0","7","7662","0","1385.0","280.0","3"
"ozone","17","0","7","7663","0","1385.0","280.0","3"
"stress","17","0","7","7664","0","1385.0","280.0","3"
"bacteriophage","17","0","7","7665","0","1385.0","280.0","3"
"normal","17","0","7","7666","0","1385.0","280.0","3"
"bose-einstein condensate","17","0","7","7667","0","1385.0","280.0","3"
"gamma","17","0","7","7668","0","1385.0","280.0","3"
"cosmological constant","17","0","7","7669","0","1385.0","280.0","3"
"nitriles","17","0","7","7670","0","1385.0","280.0","3"
"distance","17","0","7","7671","0","1385.0","280.0","3"
"wolfgang pauli","17","0","7","7672","0","1385.0","280.0","3"
"characteristic","17","0","7","7673","0","1385.0","280.0","3"
"alcohol","17","0","7","7674","0","1385.0","280.0","3"
"thiols","17","0","7","7675","0","1385.0","280.0","3"
"dna sequencing","17","0","7","7676","0","1385.0","280.0","3"
"caenorhabditis elegans","17","0","7","7677","0","1385.0","280.0","3"
"reynolds number","17","0","7","7678","0","1385.0","280.0","3"
"georg cantor","17","0","7","7679","0","1385.0","280.0","3"
"white dwarf","17","0","7","7680","0","1385.0","280.0","3"
"interpolation","17","0","7","7681","0","1385.0","280.0","3"
"dna repair","17","0","7","7682","0","1385.0","280.0","3"
"fermat's little theorem","17","0","7","7683","0","1385.0","280.0","3"
"x-ray crystallography","17","0","7","7684","0","1385.0","280.0","3"
"amides","17","0","7","7685","0","1385.0","280.0","3"
"electric potential","17","0","7","7686","0","1385.0","280.0","3"
"total internal reflection","17","0","7","7687","0","1385.0","280.0","3"
"quantum harmonic oscillator","17","0","7","7688","0","1385.0","280.0","3"
"raoult's law","17","0","7","7689","0","1385.0","280.0","3"
"chinese remainder theorem","17","0","7","7690","0","1385.0","280.0","3"
"sand dunes","17","0","7","7691","0","1385.0","280.0","3"
"muon","17","0","7","7692","0","1385.0","280.0","3"
"nitric acid","17","0","7","7693","0","1385.0","280.0","3"
"reduction","17","0","7","7694","0","1385.0","280.0","3"
"dna replication","17","0","7","7695","0","1385.0","280.0","3"
"manganese","17","0","7","7696","0","1385.0","280.0","3"
"magnesium","17","0","7","7697","0","1385.0","280.0","3"
"cyclohexane","17","0","7","7698","0","1385.0","280.0","3"
"claisen condensation","17","0","7","7699","0","1385.0","280.0","3"
"gamma ray bursts","17","0","7","7700","0","1385.0","280.0","3"
"lysosome","17","0","7","7701","0","1385.0","280.0","3"
"staphylococcus aureus","17","0","7","7702","0","1385.0","280.0","3"
"population inversion","17","0","7","7703","0","1385.0","280.0","3"
"john von neumann","17","0","7","7704","0","1385.0","280.0","3"
"cytokinins","17","0","7","7705","0","1385.0","280.0","3"
"bioluminescence","17","0","7","7706","0","1385.0","280.0","3"
"arabidopsis thaliana","17","0","7","7707","0","1385.0","280.0","3"
"compton scattering","17","0","7","7708","0","1385.0","280.0","3"
"hermann von helmholtz","17","0","7","7709","0","1385.0","280.0","3"
"types","17","0","7","7710","0","1390.0","210.0","2"
"cell membrane","17","0","7","7711","0","1390.0","210.0","2"
"uranium","17","0","7","7712","0","1390.0","210.0","2"
"hydrazine","17","0","7","7713","0","1390.0","210.0","2"
"roger penrose","17","0","7","7714","0","1390.0","210.0","2"
"p","17","0","7","7715","0","1390.0","210.0","2"
"ionization","17","0","7","7716","0","1390.0","210.0","2"
"stability","17","0","7","7717","0","1390.0","210.0","2"
"young's double-slit experiment","17","0","7","7718","0","1390.0","210.0","2"
"neutrino","17","0","7","7719","0","1390.0","210.0","2"
"bernoulli's principle","17","0","7","7720","0","1390.0","210.0","2"
"glycolysis","17","0","7","7721","0","1390.0","210.0","2"
"nucleus","17","0","7","7722","0","1390.0","210.0","2"
"pituitary gland","17","0","7","7723","0","1390.0","210.0","2"
"acceleration","17","0","7","7724","0","1390.0","210.0","2"
"ampere's law","17","0","7","7725","0","1390.0","210.0","2"
"genetic recombination","17","0","7","7726","0","1390.0","210.0","2"
"alzheimer's disease","17","0","7","7727","0","1390.0","210.0","2"
"special relativity","17","0","7","7728","0","1390.0","210.0","2"
"oxygen","17","0","7","7729","0","1390.0","210.0","2"
"vectors","17","0","7","7730","0","1390.0","210.0","2"
"alpha","17","0","7","7731","0","1390.0","210.0","2"
"sodium","17","0","7","7732","0","1390.0","210.0","2"
"cerebellum","17","0","7","7733","0","1390.0","210.0","2"
"josiah willard gibbs","17","0","7","7734","0","1390.0","210.0","2"
"second law of thermodynamics","17","0","7","7735","0","1390.0","210.0","2"
"mutations","17","0","7","7736","0","1390.0","210.0","2"
"hiv","17","0","7","7737","0","1390.0","210.0","2"
"matrix","17","0","7","7738","0","1390.0","210.0","2"
"johannes kepler","17","0","7","7739","0","1390.0","210.0","2"
"gauss's law","17","0","7","7740","0","1390.0","210.0","2"
"xylem","17","0","7","7741","0","1390.0","210.0","2"
"ribosome","17","0","7","7742","0","1390.0","210.0","2"
"blindness","17","0","7","7743","0","1390.0","210.0","2"
"corundum","17","0","7","7744","0","1390.0","210.0","2"
"acetone","17","0","7","7745","0","1390.0","210.0","2"
"earthquakes","17","0","7","7746","0","1390.0","210.0","2"
"lord kelvin","17","0","7","7747","0","1390.0","210.0","2"
"glycogen","17","0","7","7748","0","1390.0","210.0","2"
"specific heat capacity","17","0","7","7749","0","1390.0","210.0","2"
"iodine","17","0","7","7750","0","1390.0","210.0","2"
"activation energy","17","0","7","7751","0","1390.0","210.0","2"
"sunspots","17","0","7","7752","0","1390.0","210.0","2"
"joseph-louis lagrange","17","0","7","7753","0","1390.0","210.0","2"
"ice","17","0","7","7754","0","1390.0","210.0","2"
"matrix multiplication","17","0","7","7755","0","1390.0","210.0","2"
"cerebrospinal fluid","17","0","7","7756","0","1390.0","210.0","2"
"drosophila melanogaster","17","0","7","7757","0","1390.0","210.0","2"
"euler's totient function","17","0","7","7758","0","1390.0","210.0","2"
"carbon","17","0","7","7759","0","1390.0","210.0","2"
"rna","17","0","7","7760","0","1390.0","210.0","2"
"opik-oort cloud","17","0","7","7761","0","1390.0","210.0","2"
"stark effect","17","0","7","7762","0","1390.0","210.0","2"
"angiosperms","17","0","7","7763","0","1390.0","210.0","2"
"celiac disease","17","0","7","7764","0","1390.0","210.0","2"
"polymerization","17","0","7","7765","0","1390.0","210.0","2"
"regular","17","0","7","7766","0","1390.0","210.0","2"
"volcanic eruptions","17","0","7","7767","0","1390.0","210.0","2"
"quartz","17","0","7","7768","0","1390.0","210.0","2"
"zero","17","0","7","7769","0","1390.0","210.0","2"
"michelson-morley experiment","17","0","7","7770","0","1390.0","210.0","2"
"vitamin d","17","0","7","7771","0","1390.0","210.0","2"
"sorting algorithms","17","0","7","7772","0","1390.0","210.0","2"
"p53","17","0","7","7773","0","1390.0","210.0","2"
"adipose tissue","17","0","7","7774","0","1390.0","210.0","2"
"formaldehyde","17","0","7","7775","0","1390.0","210.0","2"
"thyroid gland","17","0","7","7776","0","1390.0","210.0","2"
"palladium","17","0","7","7777","0","1390.0","210.0","2"
"electric field","17","0","7","7778","0","1390.0","210.0","2"
"brown dwarf","17","0","7","7779","0","1390.0","210.0","2"
"alcohol dehydrogenase","17","0","7","7780","0","1390.0","210.0","2"
"solubility","17","0","7","7781","0","1390.0","210.0","2"
"ozonolysis","17","0","7","7782","0","1390.0","210.0","2"
"mollusca","17","0","7","7783","0","1390.0","210.0","2"
"piezoelectricity","17","0","7","7784","0","1390.0","210.0","2"
"flagellum","17","0","7","7785","0","1390.0","210.0","2"
"semiconductors","17","0","7","7786","0","1390.0","210.0","2"
"faults","17","0","7","7787","0","1390.0","210.0","2"
"superconductors","17","0","7","7788","0","1390.0","210.0","2"
"pointers","17","0","7","7789","0","1390.0","210.0","2"
"deuterium","17","0","7","7790","0","1390.0","210.0","2"
"thin-layer chromatography","17","0","7","7791","0","1390.0","210.0","2"
"capacitors","17","0","7","7792","0","1390.0","210.0","2"
"nuclear fusion","17","0","7","7793","0","1390.0","210.0","2"
"henderson-hasselbalch equation","17","0","7","7794","0","1390.0","210.0","2"
"glaciers","17","0","7","7795","0","1390.0","210.0","2"
"tree","17","0","7","7796","0","1390.0","210.0","2"
"mossbauer effect","17","0","7","7797","0","1390.0","210.0","2"
"curl","17","0","7","7798","0","1390.0","210.0","2"
"helium","17","0","7","7799","0","1390.0","210.0","2"
"bose-einstein condensates","17","0","7","7800","0","1390.0","210.0","2"
"isaac newton","17","0","7","7801","0","1390.0","210.0","2"
"cysteine","17","0","7","7802","0","1390.0","210.0","2"
"vortex","17","0","7","7803","0","1390.0","210.0","2"
"ideal gas constant","17","0","7","7804","0","1390.0","210.0","2"
"halogens","17","0","7","7805","0","1390.0","210.0","2"
"green fluorescent protein","17","0","7","7806","0","1390.0","210.0","2"
"golgi body","17","0","7","7807","0","1390.0","210.0","2"
"stellar wind","17","0","7","7808","0","1390.0","210.0","2"
"electrical insulators","17","0","7","7809","0","1390.0","210.0","2"
"compilers","17","0","7","7810","0","1390.0","210.0","2"
"stem cells","17","0","7","7811","0","1390.0","210.0","2"
"streptococcus","17","0","7","7812","0","1390.0","210.0","2"
"centrifugation","17","0","7","7813","0","1390.0","210.0","2"
"magellanic clouds","17","0","7","7814","0","1390.0","210.0","2"
"heaps","17","0","7","7815","0","1390.0","210.0","2"
"compactness","17","0","7","7816","0","1390.0","210.0","2"
"effective nuclear charge","17","0","7","7817","0","1390.0","210.0","2"
"ocean acidification","17","0","7","7818","0","1390.0","210.0","2"
"nernst equation","17","0","7","7819","0","1390.0","210.0","2"
"quasar","17","0","7","7820","0","1390.0","210.0","2"
"pulsars","17","0","7","7821","0","1390.0","210.0","2"
"gaia hypothesis","17","0","7","7822","0","1390.0","210.0","2"
"beta decay","17","0","7","7823","0","1390.0","210.0","2"
"chromium","17","0","7","7824","0","1390.0","210.0","2"
"mars","17","0","7","7825","0","1390.0","210.0","2"
"portugal","18","0","7","7826","0","1350.0","770.0","10"
"romania","18","0","7","7827","0","1365.0","560.0","7"
"north carolina","18","0","7","7828","0","1365.0","560.0","7"
"jawaharlal nehru","18","0","7","7829","0","1370.0","490.0","6"
"greece","18","0","7","7830","0","1370.0","490.0","6"
"peter the great","18","0","7","7831","0","1370.0","490.0","6"
"charles stewart parnell","18","0","7","7832","0","1370.0","490.0","6"
"kingdom of sweden","18","0","7","7833","0","1375.0","420.0","5"
"bulgaria","18","0","7","7834","0","1375.0","420.0","5"
"egypt","18","0","7","7835","0","1375.0","420.0","5"
"athens","18","0","7","7836","0","1375.0","420.0","5"
"james monroe","18","0","7","7837","0","1375.0","420.0","5"
"easter rising","18","0","7","7838","0","1375.0","420.0","5"
"switzerland","18","0","7","7839","0","1375.0","420.0","5"
"lochner v. new york","18","0","7","7840","0","1375.0","420.0","5"
"thebes","18","0","7","7841","0","1375.0","420.0","5"
"corinth","18","0","7","7842","0","1375.0","420.0","5"
"kingdom of belgium","18","0","7","7843","0","1375.0","420.0","5"
"new york city","18","0","7","7844","0","1375.0","420.0","5"
"battle of leipzig","18","0","7","7845","0","1375.0","420.0","5"
"san francisco","18","0","7","7846","0","1375.0","420.0","5"
"safavid dynasty","18","0","7","7847","0","1375.0","420.0","5"
"peterloo massacre","18","0","7","7848","0","1375.0","420.0","5"
"syracuse","18","0","7","7849","0","1375.0","420.0","5"
"bavaria","18","0","7","7850","0","1375.0","420.0","5"
"virginia","18","0","7","7851","0","1380.0","350.0","4"
"triangle shirtwaist factory fire","18","0","7","7852","0","1380.0","350.0","4"
"spain","18","0","7","7853","0","1380.0","350.0","4"
"whiskey rebellion","18","0","7","7854","0","1380.0","350.0","4"
"burgundy","18","0","7","7855","0","1380.0","350.0","4"
"liberia","18","0","7","7856","0","1380.0","350.0","4"
"andrew jackson","18","0","7","7857","0","1380.0","350.0","4"
"mexico","18","0","7","7858","0","1380.0","350.0","4"
"sparta","18","0","7","7859","0","1380.0","350.0","4"
"benjamin harrison","18","0","7","7860","0","1380.0","350.0","4"
"texas","18","0","7","7861","0","1380.0","350.0","4"
"prague","18","0","7","7862","0","1380.0","350.0","4"
"florence","18","0","7","7863","0","1380.0","350.0","4"
"hungary","18","0","7","7864","0","1380.0","350.0","4"
"rome","18","0","7","7865","0","1380.0","350.0","4"
"war of the pacific","18","0","7","7866","0","1380.0","350.0","4"
"alexander ii","18","0","7","7867","0","1380.0","350.0","4"
"khmer rouge","18","0","7","7868","0","1380.0","350.0","4"
"nicolae ceausescu","18","0","7","7869","0","1380.0","350.0","4"
"great northern war","18","0","7","7870","0","1380.0","350.0","4"
"sicily","18","0","7","7871","0","1380.0","350.0","4"
"ottoman empire","18","0","7","7872","0","1380.0","350.0","4"
"the netherlands","18","0","7","7873","0","1380.0","350.0","4"
"world war i","18","0","7","7874","0","1380.0","350.0","4"
