"CATEGORY","CLUE","COUNT","DIFFICULTY"
"15","that poem by this writer opens with the parenthetical statement, suggested by post-game broadcasts.","1","8"
"21","for 10 points, name this composer of the jupiter symphony who died before he could finish his 1791 requiem.","1","6"
"25","this philosopher believed that the ""seat of the soul"" was in the pineal gland and is famous for his theory of mind-body dualism.","1","3"
"21","a slow opening section in d minor represents the theme of death in this composers death and the maiden, while this composer wrote two symphonies in c major nicknamed the little and the great.","1","4"
"15","one of that man's sons has seventeen children, all with the same name, and spends much of his time carving golden fish.","1","3"
"15","ftp, name this playwright of kongi's harvest who wrote of the schoolteacher lakunle's delusional love for sidi in the lion and the jewel.","1","9"
"21","in one of this composer's operas, belmonte and konstanze are captured, but pardoned by pasha selim.","1","2"
"22","ftp what british economist argued for government stimulus spending to stimulate aggregate demand to fight recession in his magnum opus, the general theory of employment, interest, and money?","1","6"
"16","for 10 points, name this british rock band, led by freddie mercury, whose hits include ""we will rock you,"" ""we are the champions,"" and ""bohemian rhapsody.""","1","2"
"19","a malevolent earthquake-causing god of these people took the form of a corpse with an owl's head to stalk the earth at night and wore a death collar with disembodied eyes attached.","1","9"
"26","name this economic-political organization consisting of countries on a certain continent, whose members include estonia and france.","1","2"
"16","the first mlb player from this country was a pitcher who gave up barry bondss 71st and 72nd home runs while playing for his first team, the dodgers.","1","9"
"21","one of his pieces opens with a rendition of""springfield mountain"" and closes with a narrator reading the  ""gettysburg address"".","1","5"
"15","in addition to writing about simon pilkings trying to prevent elesin from sacrificing himself, this author also wrote a play in which sidi marries chief baroka instead of the teacher, lakunle.","1","4"
"15","in another novel by this author, roger chillingworth exposes reverend dimmesdale's affair with pearl's mother, hester prynne.","1","6"
"15","the protagonist is traumatized by snowden's death and sleeps in a tent with the belongings of a dead man.","1","3"
"15","this poet also wrote ""i am here to relate history"" in ""america my love"", starting an epic work of fifteen sections describing hispanic history called canto general [kahn-toh hay-nay-rahl].","1","3"
"19","the panj piare were adherents of this faith whose baptism is celebrated in baisakhi.","1","4"
"21","the former moma curator peter galassi once wrote an article stating that an ""ordered vision"" characterized the ""method"" of this artist.","1","9"
"21","a companion piece to the tragic overture was composed by this man after receiving an honorary degree from the university of breslau, which inspired another work.","1","3"
"21","while traveling, this composer was inspired by dancehall music and folk songs like ""el palo verde"" to write el saln mxico.","1","2"
"15","for 10 points, name this novel about yossarian, who is caught in a paradoxical situation, written by joseph heller.","1","3"
"22","hicks and presented in a paper called this man ""and the classics: a suggested interpretation.""","1","6"
"15","le clezio and prix goncourt winner michel houellebecq [well-beck].","1","8"
"21","in a short piece by this composer, seven repetitions of an atonal trumpet melody are interspersed with increasingly frenetic woodwind quartet phrases.","1","7"
"22","in the field, this man interviewed sioux children at pine ridge and assisted alfred kroeber inexamining the yurok.","1","5"
"20","the portneuf river joins this river at a facility of the minidoka irrigation project, and the ice harbor lock and dam is located on this river, which receives the henrys fork earlier in its course.","1","5"
"20","for 10 points, name this second largest city of brazil after sao paulo, set to host the 2016 summer olympics.","1","3"
"17","the josephson effect describes a type of this phenomenon in which superconducting electrons are transferred from one superconductor to another through an insulator.","1","7"
"21","the title figure wears a blue robe as she dumps a headinto a sack in this artist's depiction of judith and holofernes.","1","9"
"21","this composer of l'isle joyeuse  and the solo flute piece  syrinx wrote a work whose first ""symphonic sketch"" progresses ""from dawn to noon"" and is followed by an allegro section subtitled ""play of the waves"".","1","5"
"18","for actions committed in this state, henry wirz was hanged as a war criminal, and this state is where special order #15 was issued.","1","8"
"15","one author who used this languagewrote ""at first i was bewildered by your beauty, those huge, long-legged, golden girls"" in his poem addressed to new york,and described ""oil that no breath ruffles, calm oil on the athlete's flflanks"" in a poem likening his country to a ""naked woman...clothed with your color which is life.""","1","8"
"19","members of this religion make pilgrimages to a waterfall where catholics believed our lady of mount carmel once appeared.","1","4"
"22","by horatio storer, who authored a report which defended his ""crusade"" against this practice.","1","8"
"14","usually part of a trio that includes brahma and vishnu, for ten points name this hindu destroyer.","1","6"
"18","this leader united most of western europe and served as the first holy roman emperor in the 9th century.","1","3"
"20","for 10 points name this brazilian city which is overlooked by the christ the redeemer statue.","1","3"
"17","one type of this organelle contains large amounts of calcium and mediates skeletal muscle  contraction.","1","5"
"14","paris killed this friend of patroclus with a carefully aimed arrow, even though his mother had protected him as a child by  dipping him in the river styx.","1","1"
"17","for 10points, name these astronomical entities from which light cannot escape.","1","1"
"17","for 10 points, name this experimental technique that separates the components of mixtures based on boiling points.","1","3"
"26","opposition forces in this country are backed by  turkey, and it has experienced fighting in its cities of homs and aleppo.","1","1"
"15","this country is also home to the author of abaddon the exterminator, whodescribed fernando's phobia in the ""report on the  blind"" section of his novel about martn castillo,on heroes and tombs.","1","8"
"19","this religion's followers wear the five ks, including the kirpan, a ceremonial sword, and worship at the golden temple at amritsar.","1","6"
"20","this river flows through lake mead, which is created by an arch-gravity dam constructed during the great depression.","1","3"
"18","in a battle in this state, banastre tarleton lost two of his fingers; that battle here prompted charles james fox to note ""another such victory would ruin the british army!""","1","7"
"22","this thinker sought to isolate an active quantity q that is retained only by memory-bearing impermeable neurons in his project for a scientific psychology.","1","6"
"15","after tiring of the actress marietta valsera, the protagonist of this novel becomes an archbishop and has a child with clelia conti, whose death causes him to retreat to the title place for the remainder of his life.","1","7"
"21","in a piece by this composer, flutes play increasing atonal melodies as responses to seven notes played by a trumpet.","1","7"
"21","while living in this country, conlon nancarrow wrote his studies for player piano.","1","9"
"21","he composed the  tragic and academic festival overtures.","1","3"
"18","name this battle, upon whose battlefield abraham lincoln would later give a namesake address.","1","2"
"14","for 10 points, name this hindu deity, a member of the trimurti known as the destroyer.","1","3"
"18","a hill called the byrsa was where the founder of this city was apocryphally given an ox hide's worth of land.","1","9"
"22","an experiment in which subjects solved anagrams a7ter being exposed to an irritating noise showed that this e5fect exists in humans.","1","8"
"20","the sentinel rangeof the ellsworth mountains contains its highest peak, vinson massif, located on the ronne  ice shelf.getting only 5-10 inches of precipitation a year, it is considered a desert.","1","1"
"17","lipid synthesis, glycosylation, and folding and tagging of proteins all occur in this organelle.","1","5"
"21","for 10 points, name this countrywhere joe rosenthal photographed a group of marines raising a flag on iwo jima.","1","7"
"25","this philosopher argued that tyranny entitles people to dissolve the state andform a new social contract.","1","5"
"19","this religion holds that papa legba waits at the crossroads, allowing people access to the guinee spirit world.","1","4"
"21","a theme from the last movement of a work by this composer is the foundation for the tone row in anton weberns string quartet.","1","3"
"18","for 10 points, name this commander during the risorgimento who became a hero of italian unification.","1","3"
"25","for 10 points, name this author of two treatises of government, an englishthinker who also proposed the tabula rasa.","1","5"
"17","for 10 points, name this quantity that represents the disorder of a system.","1","6"
"25","in book 1 of a work by this thinker, probabilistic thinking is compared to reasoning and argumentation.","1","3"
"14","this god slew fimafeng in the hall of aegir.","1","3"
"15","this author compared life to a porcelain cup locked away by a sexton in a love poem which begins ""i cannot live with you / it would be life.""","1","7"
"18","this country, which overthrew dictator  marcelo caetano inthe carnation revolution, spent the mid-twentieth century under the dictatorship of the estado novo.","1","5"
"14","some stories report that this figure was sent on his greatest quest after the sons of pallas assassinated androgeus.","1","3"
"21","""emerson"" and ""the alcotts"" are two movements of his concord sonata.","1","7"
"14","he disguised himself as the old woman thkk, and seduced a male horse to avoid punishment for allowing the hrimthurs to use svalfari to build the walls of asgard.","1","3"
"20","for ten points, name this largest of the great lakes.","1","3"
"17","for 10 points, name these astronomical objects from which not even light can escape.","1","2"
"21","that artist of the death of st.","1","8"
"19","the primary scripture of this faith can be read in three different layers of understanding, called the zahir, batin, and anagoge.","1","9"
"14","he learned nine powerful songs and eighteen runes while hanging around for nine days.","1","6"
"21","another composer from this country based his series of chemins and his corale for violin and orchestra on his extremely difficult sequenzas, and used the vowels of ""o martin luther king"" and quotations from the unnamable in his sinfonia.","1","9"
"18","this man wrote that reading g.","1","7"
"14","in some stories he beheaded ganesh and gave him an elephant head, and this god's second wife was parvati.","1","4"
"19","he succeeded in asking god to stop the sun and the moon to defeat an alliance of amorites.","1","9"
"18","threatened with excommunication by exsurge domine, he discussed the  eucharist at the marburg colloquy but is most known for his displeasure with the catholic practice of selling indulgences.","1","2"
"21","this composer of the pastoral symphony incorporated a poem beginning ""freude, schner gtterfunken"" into his ninth symphony.","1","6"
"15","a creature called the wandering jew is scapegoated to stop a heat wave.","1","3"
"15","there is ambiguity over whether the affections of one character in this novel rest with jeanne or her mother.","1","7"
"26","last weekend, salahuddin rabbani was named head of this nation's peace council, which is overseeing negotiations between this nation's government and an insurgent group that controls much of the south.","1","8"
"16","for 10 points, name this female singer of ""hot n cold"" and ""i kissed a girl.""","1","3"
"15","in another work by this writer of ""daddy"", the protagonist is a student at smith college dating buddy willard before attempting suicide.","1","3"
"17","they are generally synthesized by reacting alkyl halides with sodium alcoholates, a process known as williamson synthesis.","1","4"
"19","one cultic fire for this faith was called farnbag and was transported to kabulistan.","1","3"
"14","this god was thought to store large stockpiles of treasure in mountain caves, which might explain why a shrine for him was called the ""mountain abode.""","1","7"
"21","another of his works includes an aria meant to soothe count kaiserling, as well as a series of preludes of fugues in every key designed to demonstrate a new system of tuning.","1","3"
"19","the kalpasutra is a document that details this religion's practices.","1","6"
"14","this deity decapitated one of the five heads of one of his counterparts, leaving that god with only four.","1","3"
"14","a robber who forced passersby to wash his feet and then kicked them off a cliff was slain by this man, who also killed a giant pig, the crommyonian sow.","1","3"
"18","in this country, the bar confederation opposed foreign rulers.","1","6"
"15","lucian author of ""sea grapes,"" ""ruins of a great house,"" and the epic poem omeros.","1","7"
"15","this poet describes a tuna as a ""bullet / from the ocean depths"" in one of his elemental odes, which praise common things.","1","6"
"20","in this valley, the syr darya river emerges from the tian shan mountains to the northeast.","1","9"
"21","in one of this man's works, a path zigzags its way up to a roofed cave where a blue-caped virgin mary gazes at her son.","1","2"
"18","lyndon johnson once told off this nation's ambassador by saying ""fuck your parliament and your constitution"" and calling this country a flea that could get whacked by the trunk of america's elephant.","1","7"
"25","for 10 points, name this author of critique of pure reason.","2","9"
"14","in addition to killing the giant hrungnir, this god once fished his mortal enemy out of the ocean and failed to lift its paw when it assumed the form of a cat in the realm of utgard-loki.","1","4"
"19","this religion's followers place their dead inopen-topped ""towers of silence"" and worship at fire temples.","1","6"
"18","for 10 points, name this king of the franks, crowned holy roman emperor on christmas day in 800 ce.","1","3"
"18","this man died at weehawken, new jersey after being wounded in a duel against aaron burr.","1","2"
"14","mount kailasa is sacredto this god, the husband of parvati and father of ganesh.","1","5"
"19","for 10 points, name this punjab centered indian religion.","1","6"
"14","after defeating periphetes, this figure used his club.","1","3"
"15","moodie's wealthy daughter to suicide.","1","6"
"16","for 10 points, name this maverick director of films like mash and nashville.","1","8"
"14","by creating a snake to bite ra, this deity learned his secret name.","1","4"
"21","this artist painted metallic-shaded clothing on three depictions of st.","1","9"
"16","this artist recorded that song, ""lose yourself,"" for the 2002 film 8 mile.","1","3"
"18","for 10 points, name this european country where an estado novo was set up, much like in its former colony of brazil.","1","7"
"21","other compositions by this man include grohg and hear ye!","1","4"
"18","this empires founder came to power after defeating the blacksmith  sumanguru, who ruled sosso, in the battle of kirina, as recounted in the oral histories of its griots [gree-ohz].","1","4"
"22","this man also defined a metaphor for the self-regulating nature of free markets.","1","2"
"19","some of the most important temples in this religion are the five takhts.","1","8"
"25","this man wrote a book that distinguishes between simple ideas of sensation and complex ideas of the mind and primary and secondary qualities of the external world.","1","6"
"20","for 10 points, name this lake with ports of duluth and marquette, the largest of the great lakes.","1","3"
"15","for 10 points, name this novel about an adulterous woman named emma by gustave flaubert.","1","6"
"21","this composer of a great mass in c minor also created acoronation mass in c major.","1","6"
"25","for 10 points, name this german idealist philosopher who wrote critique of pure reason.","1","4"
"26","a 2011 protest in this country attempted to seize control of a television station in batumi, and thatprotest movement also attempted to cancel this country's celebration of its independence day.","1","9"
"19","one end-times scenario of this faith involves a river of metal created by melting all the minerals of the earth.","1","5"
"26","that concept, called this states idea, may have been coined by its frederick jackson turner.","1","9"
"14","for 10 points, name this animal whose kindincludes the three-headed cerberus.","1","8"
"26","for ten points, name this northeastern state governed by chris christie from its capital of trenton.","1","3"
"14","for 10 points, name this giant and trickster, who fights heimdall and fathered hel and fenrir, in addition to facilitating the death of balder.","1","3"
"21","besides the mandrake, this country also produced a play in which a character is attracted when hats and cloaks are hung on pegs.","1","4"
"19","their god, jah, has his seat in ethiopia, and they believe that all american blacks will be repatriated in africa.","1","3"
"21","this mans last major work was the four serious songs, and the st.","1","3"
"14","this god was often depicted carrying a yellow and black fan and wearing a cross-section of a conch shell called the wind jewel.","1","6"
"22","this thinker defined a concept ""formed by the one-sided accentuation of one or more points of view"",which he distinguished based upon their levels of abstraction.","1","7"
"25","with an older philosopher, he wrote a work that attempted to derive mathematics using symbolic logic.","1","6"
"17","in addition to that function that counts the integers less than n that are coprime to n, this man names a first-order numerical process used to solve ordinary  differential equations.","1","4"
"19","its sixteenth chapter references tertius, who transcribed the work for its author.","1","7"
"15","for 10 points, name this american author of the scarlet letter.","4","6"
"14","before declaring that aegir [ae-jir] could never give a feast again, this character criticized idun [ee-doon] for embracing her brother's killer.","1","3"
"18","for 10 points, name this country that colonized brazil.","2","3"
"15","one relationship in this novel begins after a man takes a servant to be bled and suggests that a woman go horse riding with him to improve her health.","1","6"
"14","this god is associated with the valknut, a symbol comprising three interlaced triangles.","1","6"
"18","this ruler discarded his wife, the daughter of desiderius, in favor of hildegard.","1","3"
"18","the last ruler of this empire abdicated after the bamana sacked the capital of niani.","1","4"
"19","texts studied in this religion include the promise key, a modification of the bible containing four books of athlyi, the holy piby.","1","3"
"25","posthumous published works of this philosopher include one with a proclamation on the ""death of art.""","1","3"
"15","this author of ""pierre menard"" also set a short story in a series of hexagonal rooms.","1","6"
"14","he distracted svaldifari  and mated with it, producing an eight-legged horse as a result, and another of his offspring had tyr's  hand for a snack while being bound with gleipnir .","1","3"
"25","this man disputed descartes' claim that all experience is subjective, positing instead that the experiencing mind is part of nature.","1","7"
"14","his father aegeus died when this hero forgot to change his ship's sails from black to white after ariadne used a long piece of string to help him out of the labyrinth.","1","3"
"22","this economist invented the technique used in quality control called sequential sampling.","1","3"
"18","the nobel peace prize winner rigoberta menchu wrote an account of a civil war in this country, which included the burning of the spanish embassy and was the longest civil war in latin american history, running from 1960 to 1996.","1","9"
"17","shannon's version of this quantity applies to information systems.","1","2"
"19","this work's second chapter is known as the ""cow""sura and the first revelation in this text was transmitted when muhammad was near the cave of hira.","1","1"
"17","claude shannon defined this concept for source coding in information theory, and an intensive definition of this property for gases inspired gibbs's paradox.","1","4"
"18","an assassination at the white tower monument killed this nation's longest-serving monarch.","1","5"
"20","this island's foxes are infected with echinococcus parasite, which has since infected virtually all itsstreams and made water unsafe to drink.","1","7"
"17","the preformation probability times the rebound frequency times the probability of this process gives the rate of alpha decay in the gamow [gam-off] model.","1","7"
"25","he forbid lying even to a murderer inquiring about ones best friend, discussed the beautiful and sublime in his aesthetic tract critique of judgment, and proved that synthetic a priori truths exist.","1","4"
"22","for 10 points, name this author of coming of age in samoa, a leading american anthropologist.","1","3"
"21","for 10 points, name this composer of the ""pastoral"" and ""choral"" symphonies.","1","6"
"14","lucky finds and successful communication with strangers were both attributed to this god, whoprotected priam on his journey to beg achilles for the body of hector.","1","7"
"18","for 10 points, name this iberian nation, which once owned brazil.","1","2"
"21","for 10 points, a miles davis album is titled for sketches of what country?","1","8"
"17","lithium gas has been shown to exhibit this property at low temperatures.","1","3"
"19","in this religion, the sedreh undergarment and kushti girdle are given to children when they come of age.","2","4"
"18","the national development policy was announced to replace the new economic policy in this country, which was first proclaimed in 1971 and aimed at a more fair distribution of wealth and improved standing for bumiputeras.","1","8"
"21","during this opera, sarastro sings a prayer to isis and osiris in order to protect  tamino, who must undergo an ordeal to win pamina.","1","3"
"21","for 10 points, identify this painter of primavera and the birth of venus.","1","2"
"26","senator al franken serves, for 10 points, what midwestern state, the home of former governor tim pawlenty and site of a congressional district represented by michele bachmann?","1","4"
"19","this mans soul frightened the angel of death so much that gabriel, zagziel, and god descended from heaven and took it themselves.","1","6"
"15","for 10 points, name this novel about emma, the wife of charles, written by gustave flaubert.","1","6"
"20","george crook and marcus reno participated in a battle named for a body of water in this state, whose most famous national park contains triple divide peak and going-to-the-sun road.","1","5"
"21","for 10 points, name this composer who wrote the hungarian dances and a german requiem.","1","3"
"17","for 10 points, name this process of separating a mixture of liquids by boiling points.","1","3"
"22","for 10 points, name this issue written about by margaret little, don marquis, and judiththomson, to which a typical approach attempts to determine whether or not a fetus is a person.","1","8"
"18","jean francois de rozier, the first hot-air balloon pilot, died in a fall from a balloon named for this place.","1","8"
"14","in another story, he exorcises the poison of a scorpion sent by set to sting the child horus after helping isis reassemble the body of osiris.","1","9"
"19","the gathas are a part of this religions main text, the zend avesta.","1","3"
"25","for 10 points, name this author of an essay concerning human understanding who claimed that man was entitled to life, liberty, and property in two treatises of government.","1","6"
"17","this phenomenon can be visualized by dropping food coloring into water and observing the process by which the color spreads.","1","5"
"15","an ibm machine in this novel promotes major major major to major, and colonel cathcart continues to raise the number of missions the 256th air force squadron must fly.","1","3"
"18","the book outline of a theory of civilization argues against the uniqueness of a notion from this country translated as ""national character,"" a notion which later evolved to emphasize racial affinity in the 1920s.","1","8"
"17","their internal fluid is known as matrix, and the inner folds of their bilayer membrane are called cristae.","1","3"
"22","there are structural and frictional"" types of this phenomenon, whose u3 measure does not include discouraged workers.","1","6"
"16","while a member of the group d12, this man created his alter ego, slim shady.","1","3"
"18","john randolph refused to fire at this person during a duel that both men survived.","1","3"
"21","one character in this work claims to have rescued the protagonist from a massive beast, after which the threeladies padlock his mouth shut for lying.","1","3"
"20","this river, which serves as the source of water for irrigation of the imperial valley, contains the hoover dam, which creates lake mead.","1","3"
"20","the cook strait separates the two main islands of this country, whose smaller main island contains the old capital of auckland.","1","1"
"25","this thinker modified frege's idea of unsaturated concepts in creating propositional functions in an essay that examines the sentence ""the present king of france is not bald.""","1","6"
"18","the victor at that battle secured an alliance with john george of saxony.","1","6"
"14","devotees of this god draw three vibhuti lines acrosstheir foreheads in white ash.","1","5"
"18","this empire's merchants were the dyula, or wangara, and extended trade to the taghaza region.","1","4"
"15","goyi, cripple, blindman and aafaa wager body parts in a dice game, in his madmen and specialists.","1","4"
"18","the estado novo was brought to an end here in 1974, most associated with the long-time rule of antonio salazar.","1","7"
"16","during a bid for ""president of the united states of south carolina,"" this man announced that he would consider a vote for herman cain as a vote in his support.","1","3"
"18","that revolution was led by alexander ypsilantis.","1","4"
"21","in the lower right of onepainting by this painter of myself and my heroes, a blue table-lamp, with a tree-like branchedbase, sits next to a white telephone.","1","8"
"21","this instrument plays a solo in the opening promenade of ravel's orchestration of pictures at an exhibition.","1","7"
"14","though he is not paris, he abducted helen with the help of his friend pirithous, who was stuck with him to the seat of oblivion in the underworld until heracles rescued this figure by ripping his thighs off a chair.","1","3"
"19","the son of elizabeth saw the holy spirit visibly descend on jesus during this ritual.","1","2"
"14","he is attended by the ganas and is the husband of parvati, who bore him another son with an elephant's head.","1","3"
"14","this deity helped absolve the sins of king bhagirath's ancestors by using his hair locks to absorb an entire river as it flowed down from heaven.","1","3"
"18","that mans brother, another prime minister of this country, was known as americas favorite  war criminal, since he was a suspect in class a war crimes but was never charged.","1","8"
"17","the amount of this added to a system is calculated in the clausius inequality, and this value is maximized at equilibrium.","1","3"
"22","joan robinson coined the term for a symmetrical version of this situation, whose occurrence requires a lack of substitutes and absence of  price discrimination.","1","5"
"14","this figure fathered the moon god teccizetecatl.","1","7"
"22","for 10 points, what yale psychologist conducted a namesake experiment in which most participants were willing to administer fatal electric shocks?","1","3"
"15","one of his poems describes an object that ""drove in the dark to leeward, / she strucknot a reef or rock / but the combs of a smother of sand"" and is dedicated to ""the happy memory of five  franciscan nuns exiles by the falk laws.""","1","7"
"21","one six-movement work which he wrote for a chamber nonet is his first serenade, and, like rachmaninoff, he composed a series of variations on a theme of paganini.","1","3"
"26","a government elected in october 2009 revised its deficit estimate from 5% to 12% of gdp, leading to an audit by eurostat.","1","4"
"15","a leader of this country was criticized in the short story ""the slaughter house.""","1","8"
"25","that work declares religious contracts which make doctrines unalterable, regardless of who ratifies them, to be crimes against human nature because they restrict future generations from public use of their power of reason.","1","3"
"25","for 10 points, name this man who discussed education in emile, the swiss enlightenmentauthor of the social contract.","1","5"
"18","that battle at morgarten saw its ""oath brothers"" become one of the first bands of dismounted commoners to defeat a force of knights in the middle ages.","1","5"
"19","in the tzafun of this holiday, the afikoman is eaten, and outside of israel, it is observed for eight days, beginning with the 15th of nisan.","1","4"
"18","in the 1960's, this country won the konfrontasi, an undeclared war with its southern neighbor.","1","8"
"15","for 10 points, identify this modernist epic about a brooklyn landmark, a work of hart crane.","1","7"
"17","it is refined using a material called coke in blast furnaces.","1","5"
"22","this anthropologist wrote about the baloma spirits in one work which also discussed other rituals relating to the burial of the dead.","1","5"
"19","most practitioners of this faith are known as the juhhal, or uninitiated, and only a select few become uqqal, and get full access to its teachings and rituals.","1","9"
"14","for 10 points, name this aztec deity, whose name means ""feathered serpent"".","1","4"
"15","his works include one in which ""savants make earth include the sky,"" as well as a didactic poem that tells us to ""keep the pathway open that leads you on to heaven.""","1","9"
"21","one of this composer's orchestral works is a triptych within a triptych in which the tubular bellsmark the transition from the second section to the third, which depicts ""the morning of a festivalday"".","1","5"
"18","in 1892, revolutionaries in what is now this country named the exiled jose rizal its president.","1","1"
"17","a theorem named for him generalizes fermat's little theorem and includes his namesake totient function.","1","4"
"21","for 10 points, name this 20th century american composer of appalachian spring, fanfare for the common man and rodeo.","1","4"
"25","this philosopher used the words ""triangle"" and ""beauty"" to distinguish between simple and mixed modes.","1","6"
"21","this instrument has a prominent solo part in the second brandenburg concerto.","1","7"
"17","for 10 points, name this organelle that generates most of the cell's atp, earning it the nickname the ""powerhouse"" of the cell.","1","3"
"19","members of a sect of this religion made the most elaborate art at dellora, such as a depiction of a guardian with seven hoods.","1","9"
"18","the work of johann tetzel in  wittenberg led this man to write a disputation on the choice of the catholic church to sell indulgences.","1","3"
"21","this composer used strings to accompany the words of jesus, creating a so-called ""halo"" effect, in his setting of the sufferings of christ.","1","3"
"18","one dictator of this country was an economist who established the estado novo.","1","3"
"17","more commonly, that formula states that this quantity equals k times natural log of omega, a formula inscribed on ludwig  boltzmann's  tombstone.","1","3"
"22","in on the principles of political economy and taxation, this man argued that adam smith had not written enough about rent.","1","6"
"16","this artist, who told the listener to ""lay across my big brass bed"" in ""lay lady lay,"" appeared on stage at the newport folk festival amidst a chorus of boos when he ""went electric.""","1","6"
"17","boltzmann's constant is multiplied with the logarithm of multiplicity to obtain it, and clausius defined a precursor to it, disgregation.","1","3"
"17","this quantity bounds the optimal code length in the source coding theorem.","1","7"
"18","killed by the third vice president, he was the main author of the federalist papers.","1","2"
"15","this author's characters include a doctor who watches paneloux [pah-neh-loo] die, bernard rieux [ree-oo], and a man who lives next to old salamano, who beats his dog.","1","2"
"16","he harbors a deep-seated phobia of bears and frequently uses the term ""truthiness.""","1","3"
"22","for 10 points, name this man who theorized the concrete operational and sensorimotor stages in laying out his ""theory of cognitive development.""","1","3"
"25","the study of this topic was partially reshaped by louis mink, who considered its various uses in ""narrative form as a cognitive instrument.""","1","8"
"15","this author described the title people of a poem as orange lollies on silver sacks.","1","3"
"21","the right hand plays the lowest note on the piano at the end of a difficult piece by this composer that opens with a long trill on c-sharp and d-sharp and was inspired by a watteau  painting.","1","5"
"17","a connected graph with no cycles is one of these structures.","1","9"
"15","for 10 points, name this american author of ""young goodman brown.""","1","6"
"17","for 10 points, name this magnetic chemical element abbreviated fe.","1","5"
"14","the cult of orthia was also associated with this deity and included the diamastigosis, the ritual whipping of youths as they attempted to steal cheese from an altar.","1","7"
"19","pinnacle was formed as this religion's first self-sustaining community by leonard howell.","1","3"
"19","that text, which takes the form of a 111-stanza letter written to an emperor, is included in this religions book of the tenth emperor.","1","8"
"21","for 10 points, name this valved brass instrument, whose jazz virtuosi include louis armstrong.","1","7"
"26","while standing next to angela merkel, this country's leader declared that his wife ""belongs to my kitchen"" in response to his wife's claim that his government had been hijacked.","1","7"
"21","this composer of the prophet and the crusader in egypt also showedthe singing of ""god wants blood!""","1","8"
"14","this figure turned into a snake and slithered through a mountain to drink a potion created from the wisest beingkvasir, after which this figure transformed into an eagle to escape the potion's guardian gunnlod.","1","3"
"21","for 10 points, michelangelo antonioni, sergio leone, and federico fellini all hail from what country?","1","4"
"21","for 10 points, name this composer who wrote a german requiem and the hungarian dances.","1","6"
"14","his sonelectryon was the father of alcmene and inherited tiryns.","1","5"
"16","one music video by this singer shows penn and teller getting kicked out of a hotel room before the singer's fortune changes.","1","3"
"15","this author of ""the dead man"" wrote a work in which a scotsman trades a pension check and a blackletter wycliffe bible in exchange for the title ""book of sand.""","1","6"
"19","these, along with carrying a wooden comb and a curved sword, and not cutting the hair, are the five k's of this religion.","1","4"
"18","the once-dominant pasok fell to last place in seats in this country's january elections, which was won by  syriza, leading to alexis tsipras' election as prime minister of this country.","1","4"
"22","he studied reactions to items labeled for the ""friends of the nazi party,"" and he measured ""path lengths"" between sharon, wichita, and omaha by looking at the delivery of postcards through intermediaries to a stock broker in massachusetts.","1","3"
"22","for 10 points, name this swiss psychologist who formulated four stages of cognitive development.","1","3"
"19","for 10 points, name this religion that believed haile selassie was the messiah and which advocates smoking ""ganja.""","1","3"
"14","carvings on stela 19 are the earliest illustrations of this god, depicting him rising from a shaman's ritual.","1","6"
"15","this author of the strong breed and the trials of brother jero wrote about the struggle between lakunle and baroka over sidi in one work, and he wrote another play in which olunde agrees to be a ritual suicide in place of his father elesin, who kills himself resisting simon pilkins.","1","4"
"19","this faiths adherents venerate arjun dev, the compiler of a holy book once called adi granth, as the fifth of ten holy men in a series starting with nanak.","1","4"
"22","that work was criticized by derek freeman, who claimed that the natives this woman interviewed lied about their adolescent experiences on the island of t'au in polynesia.","1","3"
"25","in the second book of that work named after his son, this philosopher described virtue as the mean between the extremes of vice.","1","2"
"18","it was once ruled by ferdinand marcos, whose wife imelda was known for her collection of shoes.","1","1"
"15","one of this authors characters is shaken after he kills a mother spider, believing that it is an omen of his impending death.","1","7"
"18","after the discovery of precious metals in this state's lumpkin county sparked a land rush, this state distributed native american land via the controversial ""gold lottery.""","1","8"
"25","in book iv of another work by him,non-sectarian ""natural religion"" is praised over christianity by a defrocked priest.","1","5"
"21","two silver canisters sit on a wood counter in this work, which features an  advertisement for five-cent phillies.","1","2"
"20","the battle of teutoburg forest established it as the roman northern frontier, and its namesake crisis occurred when adolphe thiers discussed making it a border.","1","5"
"14","this man bursts out of the shackles placed upon him by busiris, an egyptian king who sacrifices all visitors to his realm.","1","5"
"21","one painting by this artist depicts a servant on the right mourning for a figure being carried on the left behind a statue.","1","3"
"25","for 10 points, name this author of a treatise of human nature and enquiry concerning human understanding, a scottish philosopher.","1","6"
"25","after this man loses a case to a group including anytus and lycon, this man ironicallysuggests he be given free meals in the prytaneum.","1","2"
"22","symptoms of one type include ""struggle fortruth"" and ""reform  delusions,"" and that ""sluggish"" variety was used by andrei snezhnevsky andothers to institutionalize political dissidents in the soviet union.","1","8"
"21","in one of them, the second theme is started by an oboe and taken over by trombones--that is the tragic over- ture.","1","3"
"19","some of its adherents wear masks to avoid inhaling and killing insects so as to follow the doctrine of ahimsa, or nonviolence.","1","3"
"14","temples to another of his aspects were constructed as cylinders in order to reduce wind resistance.","1","6"
"19","a person born in this book is named for a word meaning ""traveler"" by a father who observes ""i havebeen a stranger in a strange land.""","1","9"
"25","he defined four ways to settle opinion in ""the fixation of belief,"" which like his other papers was published in popular science monthly.","1","7"
"20","this city's tiradentes palace is home to a state legislature, and its tijuca national park is one of the largest urban forests in the world.","1","3"
